date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:23:23	5661/5661	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/shadow2.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/shadow2.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:24	6428/6428	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/shadow3.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/shadow3.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:28	42935/42935	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/images/gradient/g30.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/images/gradient/g30.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:29	2746/2746	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/boxed_bgtile.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/boxed_bgtile.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:29	149/149	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/navigdots_bgtile.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/navigdots_bgtile.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:30	2254/2254	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/bullet.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/bullet.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:31	42464/42464	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/images/gradient/g40.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/images/gradient/g40.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:32	1153/1153	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/bullets.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/bullets.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:32	278/278	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/bullets2.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/bullets2.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:32	924/924	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/bullet_boxed.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/bullet_boxed.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:33	743/743	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/navigdots.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/navigdots.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:34	1517/1517	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/large_left.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/large_left.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:36	1561/1561	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/large_right.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/large_right.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:37	670/670	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/small_left.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/small_left.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:37	668/668	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/small_right.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/small_right.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:39	807/807	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_left.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_left.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:39	820/820	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_right.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_right.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:41	846/846	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/small_left_boxed.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/small_left_boxed.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:41	807/807	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/small_right_boxed.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/small_right_boxed.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:44	43543/43543	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrowleft.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrowleft.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:46	343/343	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_right2.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrow_right2.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:48	43719/43719	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrowright.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/arrowright.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:48	125/125	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/timer.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/timer.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:49	184/184	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/coloredbg.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/coloredbg.png	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:49	2545/2545	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Oct%202017%2020:39:03%20GMT	http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/loader.gif	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/assets/loader.gif	(from http://assurancelendinggroup.com/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.2.3&ver=4.9.1)
16:23:50	115416/115416	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/css/bootstrap.css	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/css/bootstrap.css	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:23:52	4384/4384	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/css/flexslider.css	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/css/flexslider.css	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:23:52	3658/3658	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/css/shortcodes.css	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/css/shortcodes.css	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:23:53	54877/54877	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/css/animate.min.css	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/css/animate.min.css	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:23:54	186/186	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/icon_top.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/icon_top.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:23:55	1225/1225	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/phone.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/phone.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:23:56	1112/1112	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/envelope.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/envelope.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:23:57	5321/5321	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/shadow1.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/shadow1.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:23:59	1163/1163	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/cross.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/cross.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:02	43926/43926	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Jan%202018%2010:54:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/desaturate.svg	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/desaturate.svg	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:03	43926/43926	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Jan%202018%2010:54:02%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/headborder.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/headborder.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:05	43926/43926	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2004%20Jan%202018%2010:54:04%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/layer-next_hover.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/layer-next_hover.79.delayed	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:06	382/382	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/css/desaturate.svg	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/css/desaturate.svg	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:07	541/541	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/slider_left_carou.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/slider_left_carou.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:09	510/510	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/slider_right_carou.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/slider_right_carou.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:10	3228/3228	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/chrome.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/chrome.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:10	175/175	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/plus.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/plus.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:11	147/147	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/minus.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/minus.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:12	254/254	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/testimonials_arrow.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/testimonials_arrow.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:13	605/605	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/black_x.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/black_x.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:14	584/584	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/img/white_x.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/img/white_x.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/style.css?ver=4.9.1)
16:24:15	1362/1362	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/fancybox_sprite.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/fancybox_sprite.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/jquery.fancybox.css?v=2.1.2&ver=4.9.1)
16:24:16	3866/3866	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/fancybox_loading.gif	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/fancybox_loading.gif	(from http://assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/jquery.fancybox.css?v=2.1.2&ver=4.9.1)
16:24:17	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/blank.gif	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/blank.gif	(from http://assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/jquery.fancybox.css?v=2.1.2&ver=4.9.1)
16:24:19	1003/1003	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/fancybox_overlay.png	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/fancybox_overlay.png	(from http://assurancelendinggroup.com/wp-content/themes/specular/fancybox/source/jquery.fancybox.css?v=2.1.2&ver=4.9.1)
16:24:40	1087608/1087608	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/moon.svg	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/moon.svg	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/vector-icons.css?ver=4.9.1)
16:25:00	201584/201584	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/moon.eot	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/moon.eot	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/vector-icons.css?ver=4.9.1)
16:25:02	201584/201584	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/moon.eot?	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/moond41d.eot	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/vector-icons.css?ver=4.9.1)
16:25:20	72449/72449	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/fontawesome-webfont.eot?v=3.2.1	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/fontawesome-webfontf77b.eot	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/font-awesome.min.css?ver=4.9.1)
16:25:22	249092/249092	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/moon.woff	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/moon.woff	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/vector-icons.css?ver=4.9.1)
16:25:24	72449/72449	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/fontawesome-webfont.eot?	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/fontawesome-webfontd41d.eot	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/font-awesome.min.css?ver=4.9.1)
16:25:24	201432/201432	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/moon.ttf	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/moon.ttf	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/vector-icons.css?ver=4.9.1)
16:25:24	253487/253487	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/fontawesome-webfont.svg	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/fontawesome-webfont.svg	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/font-awesome.min.css?ver=4.9.1)
16:25:33	27564/27564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/linecons.eot	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/linecons.eot	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/linecon.css?ver=4.9.1)
16:25:34	27564/27564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/linecons.eot?	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/lineconsd41d.eot	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/linecon.css?ver=4.9.1)
16:25:38	83760/83760	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/fontawesome-webfont.woff?v=3.2.1	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/fontawesome-webfontf77b.woff	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/font-awesome.min.css?ver=4.9.1)
16:25:40	27396/27396	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/linecons.ttf	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/linecons.ttf	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/linecon.css?ver=4.9.1)
16:25:40	70126/70126	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/linecons.svg	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/linecons.svg	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/linecon.css?ver=4.9.1)
16:25:42	27472/27472	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/linecons.woff	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/linecons.woff	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/linecon.css?ver=4.9.1)
16:25:48	32448/32448	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2016%20Oct%202017%2020:39:01%20GMT	http://assurancelendinggroup.com/wp-content/themes/specular/font/steadysets.eot	/Users/shivamgupta/websites/rishi%20marko/assurancelendinggroup.com/wp-content/themes/specular/font/steadysets.eot	(from http://assurancelendinggroup.com/wp-content/themes/specular/css/steadysets.css?ver=4.9.1)
